#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CDK2	CCND1	1845906	1843117	9606.ENSP00000266970	9606.ENSP00000227507	0	0	0	0	0.055	0.825	0.900	0.961	0.999
ITGA2B	ITGB3	1845134	1845040	9606.ENSP00000262407	9606.ENSP00000262017	0	0	0	0	0.257	0.901	0.900	0.968	0.999
CDC27	ANAPC15	1861977	1843121	9606.ENSP00000434614	9606.ENSP00000227618	0	0	0	0	0.049	0.997	0.900	0.136	0.999
MSH3	MLH1	1845686	1843304	9606.ENSP00000265081	9606.ENSP00000231790	0.309	0	0.516	0	0.154	0.725	0.929	0.944	0.999
KRAS	RAF1	1844404	1844086	9606.ENSP00000256078	9606.ENSP00000251849	0	0	0	0	0.097	0.783	0.900	0.957	0.999
CDK2	CDKN1B	1845906	1843169	9606.ENSP00000266970	9606.ENSP00000228872	0	0	0	0	0.053	0.965	0.900	0.957	0.999
ANAPC2	CDC20	1849673	1849070	9606.ENSP00000314004	9606.ENSP00000308450	0	0	0	0	0.063	0.976	0.900	0.658	0.999
GBE1	PYGL	1860874	1842591	9606.ENSP00000410833	9606.ENSP00000216392	0.309	0	0	0	0.951	0.417	0.941	0.638	0.999
MCM3	CDC6	1843226	1842453	9606.ENSP00000229854	9606.ENSP00000209728	0	0	0	0	0.808	0.880	0.900	0.852	0.999
ANAPC1	ANAPC10	1852174	1849254	9606.ENSP00000339109	9606.ENSP00000310071	0	0	0	0	0.048	0.989	0.900	0.592	0.999
CDC27	CDC23	1861977	1858243	9606.ENSP00000434614	9606.ENSP00000378350	0	0	0	0.652	0.142	0.997	0.900	0.971	0.999
CDC27	ANAPC13	1861977	1853115	9606.ENSP00000434614	9606.ENSP00000346987	0	0	0	0	0.047	0.997	0.900	0.355	0.999
PGK1	ENO1	1855883	1843405	9606.ENSP00000362413	9606.ENSP00000234590	0.309	0	0	0	0.960	0.890	0.404	0.756	0.999
PRLR	PRL	1857467	1848376	9606.ENSP00000371432	9606.ENSP00000302150	0	0	0	0	0	0.866	0.900	0.959	0.999
APOA1	APOB	1843442	1843345	9606.ENSP00000236850	9606.ENSP00000233242	0	0	0	0	0.764	0.430	0.900	0.955	0.999
POLD1	POLD2	1860575	1859092	9606.ENSP00000406046	9606.ENSP00000386105	0	0	0	0	0.332	0.922	0.900	0.862	0.999
FZR1	CDC23	1858270	1858243	9606.ENSP00000378529	9606.ENSP00000378350	0	0	0	0	0.066	0.988	0.900	0.676	0.999
SERPINC1	F2	1854649	1849080	9606.ENSP00000356671	9606.ENSP00000308541	0.074	0	0	0	0.759	0.884	0.900	0.958	0.999
PLAU	SERPINE1	1855748	1842959	9606.ENSP00000361850	9606.ENSP00000223095	0.074	0	0	0	0.104	0.884	0.900	0.921	0.999
CDC23	ANAPC11	1858243	1853521	9606.ENSP00000378350	9606.ENSP00000349957	0	0	0	0	0.124	0.959	0.900	0.782	0.999
CDC27	CDC16	1861977	1853313	9606.ENSP00000434614	9606.ENSP00000348554	0	0	0	0.619	0.157	0.997	0.900	0.971	0.999
CDC20	BUB1B	1849070	1847075	9606.ENSP00000308450	9606.ENSP00000287598	0	0	0	0	0.818	0.995	0.900	0.942	0.999
RFC5	PCNA	1860712	1856984	9606.ENSP00000408295	9606.ENSP00000368438	0.069	0	0	0	0.768	0.976	0.939	0.832	0.999
FZR1	CDC16	1858270	1853313	9606.ENSP00000378529	9606.ENSP00000348554	0	0	0	0	0.103	0.988	0.900	0.645	0.999
CDC23	ANAPC1	1858243	1852174	9606.ENSP00000378350	9606.ENSP00000339109	0	0	0	0	0.268	0.989	0.900	0.626	0.999
FOXO3	AKT1	1852227	1846136	9606.ENSP00000339527	9606.ENSP00000270202	0	0	0	0	0	0.854	0.900	0.955	0.999
VEGFA	FLT1	1855611	1846791	9606.ENSP00000361125	9606.ENSP00000282397	0	0	0	0	0	0.876	0.900	0.966	0.999
PCNA	RFC4	1856984	1847705	9606.ENSP00000368438	9606.ENSP00000296273	0.069	0	0	0	0.903	0.982	0.939	0.844	0.999
PIK3CD	AKT1	1856668	1846136	9606.ENSP00000366563	9606.ENSP00000270202	0	0	0	0	0.094	0.328	0.900	0.990	0.999
POLA1	MCM3	1856974	1843226	9606.ENSP00000368349	9606.ENSP00000229854	0	0	0	0	0.958	0.805	0.900	0.578	0.999
MDM2	TP53	1861282	1846083	9606.ENSP00000417281	9606.ENSP00000269305	0	0	0	0	0.158	0.791	0.900	0.976	0.999
CDK1	CDC20	1858283	1849070	9606.ENSP00000378699	9606.ENSP00000308450	0	0	0	0	0.889	0.779	0.900	0.909	0.999
PRKAG1	PRKAB2	1850588	1844272	9606.ENSP00000323867	9606.ENSP00000254101	0	0	0	0	0.094	0.973	0.900	0.819	0.999
SUMO1	UBE2I	1857989	1850693	9606.ENSP00000376076	9606.ENSP00000324897	0	0	0	0	0.126	0.984	0.900	0.965	0.999
MTHFR	MTR	1856524	1854401	9606.ENSP00000365775	9606.ENSP00000355536	0.505	0	0	0	0.464	0	0.951	0.938	0.999
TCEB1	TCEB2	1846927	1845114	9606.ENSP00000284811	9606.ENSP00000262306	0	0	0	0	0.102	0.995	0.900	0.979	0.999
SERPINC1	F9	1854649	1842692	9606.ENSP00000356671	9606.ENSP00000218099	0.074	0	0	0	0.330	0.884	0.900	0.894	0.999
CDC23	BUB1B	1858243	1847075	9606.ENSP00000378350	9606.ENSP00000287598	0	0	0	0	0.157	0.997	0.900	0.312	0.999
TSC1	TSC2	1847972	1842755	9606.ENSP00000298552	9606.ENSP00000219476	0	0	0	0	0.114	0.888	0.900	0.974	0.999
CTNNB1	AXIN2	1852818	1848431	9606.ENSP00000344456	9606.ENSP00000302625	0	0	0	0	0.072	0.862	0.900	0.937	0.999
ANAPC10	CDC20	1849254	1849070	9606.ENSP00000310071	9606.ENSP00000308450	0	0	0	0	0.096	0.984	0.900	0.703	0.999
BUB3	MAD2L1	1854901	1847745	9606.ENSP00000357858	9606.ENSP00000296509	0	0	0	0	0.536	0.969	0.900	0.782	0.999
MMP14	TIMP2	1849042	1845213	9606.ENSP00000308208	9606.ENSP00000262768	0	0	0	0	0.173	0.901	0.900	0.944	0.999
CDC16	BUB1B	1853313	1847075	9606.ENSP00000348554	9606.ENSP00000287598	0	0	0	0	0.154	0.997	0.900	0.431	0.999
ANAPC7	CDC16	1859796	1853313	9606.ENSP00000394394	9606.ENSP00000348554	0	0	0	0	0.125	0.994	0.900	0.809	0.999
ANAPC13	ANAPC5	1853115	1845000	9606.ENSP00000346987	9606.ENSP00000261819	0	0	0	0	0	0.967	0.900	0.468	0.998
PTEN	PIK3CA	1855586	1845446	9606.ENSP00000361021	9606.ENSP00000263967	0	0	0	0	0.187	0.319	0.900	0.980	0.998
JUND	FOSB	1844164	1843783	9606.ENSP00000252818	9606.ENSP00000245919	0	0	0	0	0.208	0.834	0.900	0.930	0.998
PIK3R1	PIK3CA	1846375	1845446	9606.ENSP00000274335	9606.ENSP00000263967	0	0	0	0	0.127	0.946	0.900	0.681	0.998
CDC45	POLA1	1860553	1856974	9606.ENSP00000405726	9606.ENSP00000368349	0	0	0	0	0.747	0.822	0.900	0.657	0.998
MTOR	PIK3CG	1854147	1853801	9606.ENSP00000354558	9606.ENSP00000352121	0	0	0	0	0.061	0.305	0.900	0.973	0.998
PTEN	PIK3CG	1855586	1853801	9606.ENSP00000361021	9606.ENSP00000352121	0	0	0	0	0.217	0.319	0.900	0.969	0.998
PTCH1	SHH	1851463	1847842	9606.ENSP00000332353	9606.ENSP00000297261	0	0	0	0	0.072	0.506	0.900	0.974	0.998
TCEB2	VHL	1845114	1844441	9606.ENSP00000262306	9606.ENSP00000256474	0	0	0	0	0	0.876	0.900	0.866	0.998
BCL2	TP53	1851168	1846083	9606.ENSP00000329623	9606.ENSP00000269305	0	0	0	0	0	0.397	0.900	0.977	0.998
SOS1	GRB2	1858968	1852164	9606.ENSP00000384675	9606.ENSP00000339007	0	0	0	0	0.053	0.825	0.900	0.931	0.998
LDLR	PCSK9	1862854	1848505	9606.ENSP00000454071	9606.ENSP00000303208	0	0	0	0	0	0.877	0.900	0.901	0.998
CDC42	PIK3CB	1849707	1847156	9606.ENSP00000314458	9606.ENSP00000289153	0	0	0	0	0.055	0.967	0.800	0.742	0.998
RAD51	BRCA2	1857551	1857163	9606.ENSP00000372088	9606.ENSP00000369497	0	0	0	0	0.141	0.781	0.900	0.918	0.998
JUN	ATF3	1855436	1852803	9606.ENSP00000360266	9606.ENSP00000344352	0	0	0	0	0.478	0.848	0.900	0.818	0.998
NCOA1	ESR1	1850298	1842435	9606.ENSP00000320940	9606.ENSP00000206249	0	0	0	0	0	0.939	0.900	0.708	0.998
IL1B	IL1R1	1845335	1843374	9606.ENSP00000263341	9606.ENSP00000233946	0	0	0	0	0	0.869	0.900	0.882	0.998
PRKAG2	PRKAB2	1847092	1844272	9606.ENSP00000287878	9606.ENSP00000254101	0	0	0	0	0.094	0.959	0.900	0.634	0.998
CDK4	CDKN1A	1844551	1843736	9606.ENSP00000257904	9606.ENSP00000244741	0	0	0	0	0	0.804	0.900	0.911	0.998
BRCA2	PALB2	1857163	1844940	9606.ENSP00000369497	9606.ENSP00000261584	0	0	0	0	0.065	0.873	0.900	0.921	0.998
LEPR	LEP	1851253	1849557	9606.ENSP00000330393	9606.ENSP00000312652	0	0	0	0	0	0.407	0.900	0.969	0.998
MCM2	RPA1	1845676	1844316	9606.ENSP00000265056	9606.ENSP00000254719	0	0	0	0	0.566	0.948	0.900	0.442	0.998
CDC27	ANAPC11	1861977	1853521	9606.ENSP00000434614	9606.ENSP00000349957	0	0	0	0	0.054	0.931	0.900	0.743	0.998
CDC23	MAD2L1	1858243	1847745	9606.ENSP00000378350	9606.ENSP00000296509	0	0	0	0	0.189	0.967	0.900	0.401	0.998
PTEN	AKT1	1855586	1846136	9606.ENSP00000361021	9606.ENSP00000270202	0	0	0	0	0.085	0.528	0.800	0.983	0.998
HDAC2	RBBP4	1861837	1855919	9606.ENSP00000430432	9606.ENSP00000362592	0	0	0	0	0.182	0.921	0.900	0.799	0.998
IL8	CXCR1	1848852	1847603	9606.ENSP00000306512	9606.ENSP00000295683	0	0	0	0	0.086	0.866	0.900	0.915	0.998
ITGAL	ICAM1	1853413	1845628	9606.ENSP00000349252	9606.ENSP00000264832	0	0	0	0	0	0.879	0.900	0.908	0.998
JAK1	STAT5B	1852670	1847405	9606.ENSP00000343204	9606.ENSP00000293328	0	0	0	0	0.187	0.586	0.900	0.958	0.998
MTOR	TSC2	1854147	1842755	9606.ENSP00000354558	9606.ENSP00000219476	0	0	0	0	0.102	0.672	0.900	0.949	0.998
HDAC1	RBBP4	1855935	1855919	9606.ENSP00000362649	9606.ENSP00000362592	0	0	0	0	0.211	0.921	0.900	0.816	0.998
HRAS	RAF1	1849235	1844086	9606.ENSP00000309845	9606.ENSP00000251849	0	0	0	0	0.050	0.783	0.900	0.930	0.998
PRKAA1	PRKAB2	1853021	1844272	9606.ENSP00000346148	9606.ENSP00000254101	0	0	0	0	0.073	0.946	0.900	0.731	0.998
CTNNB1	CTNNA1	1852818	1848658	9606.ENSP00000344456	9606.ENSP00000304669	0	0	0	0	0.117	0.941	0.900	0.783	0.998
TP53	CREBBP	1846083	1845124	9606.ENSP00000269305	9606.ENSP00000262367	0	0	0	0	0.054	0.934	0.900	0.720	0.998
PRIM1	MCM5	1853600	1842548	9606.ENSP00000350491	9606.ENSP00000216122	0	0	0	0	0.962	0.074	0.900	0.576	0.998
POLA1	MCM7	1856974	1848945	9606.ENSP00000368349	9606.ENSP00000307288	0	0	0	0	0.956	0.176	0.900	0.704	0.998
EXO1	MSH2	1849472	1843341	9606.ENSP00000311873	9606.ENSP00000233146	0.064	0	0	0	0.302	0.785	0.900	0.911	0.998
NCOA1	NR3C1	1850298	1843294	9606.ENSP00000320940	9606.ENSP00000231509	0	0	0	0	0.108	0.939	0.900	0.705	0.998
ANAPC1	CDC20	1852174	1849070	9606.ENSP00000339109	9606.ENSP00000308450	0	0	0	0	0.046	0.968	0.900	0.647	0.998
PCNA	ERCC5	1856984	1853241	9606.ENSP00000368438	9606.ENSP00000347978	0	0	0	0	0.278	0.848	0.900	0.842	0.998
PAPSS2	PAPSS1	1860582	1845706	9606.ENSP00000406157	9606.ENSP00000265174	0.505	0	0.527	0.984	0.952	0	0.951	0.905	0.998
PCNA	MCM4	1856984	1845065	9606.ENSP00000368438	9606.ENSP00000262105	0	0	0	0	0.969	0.774	0	0.732	0.998
JAK2	SOCS3	1857411	1851244	9606.ENSP00000371067	9606.ENSP00000330341	0	0	0	0	0.054	0.861	0.900	0.875	0.998
POLA1	MCM5	1856974	1842548	9606.ENSP00000368349	9606.ENSP00000216122	0	0	0	0	0.955	0.176	0.900	0.555	0.998
KSR1	MAP2K1	1850519	1848411	9606.ENSP00000323178	9606.ENSP00000302486	0	0	0	0	0.068	0.902	0.900	0.810	0.998
MMP9	TIMP1	1855661	1842705	9606.ENSP00000361405	9606.ENSP00000218388	0	0	0	0	0.052	0.528	0.900	0.974	0.998
JAK3	STAT5A	1859586	1852428	9606.ENSP00000391676	9606.ENSP00000341208	0	0	0	0	0.053	0.608	0.900	0.954	0.998
CDK1	MAD2L1	1858283	1847745	9606.ENSP00000378699	9606.ENSP00000296509	0	0	0	0	0.933	0.163	0.900	0.717	0.998
PCNA	EXO1	1856984	1849472	9606.ENSP00000368438	9606.ENSP00000311873	0	0	0	0	0.568	0.848	0.900	0.832	0.998
MAPKAPK2	MAPK14	1854515	1843222	9606.ENSP00000356070	9606.ENSP00000229794	0	0	0.353	0.649	0.055	0.976	0.900	0.782	0.998
JAK2	STAT5A	1857411	1852428	9606.ENSP00000371067	9606.ENSP00000341208	0	0	0	0	0.053	0.608	0.900	0.974	0.998
TP53	CDKN1A	1846083	1843736	9606.ENSP00000269305	9606.ENSP00000244741	0	0	0	0	0	0.574	0.900	0.963	0.998
FZR1	CCNB1	1858270	1844435	9606.ENSP00000378529	9606.ENSP00000256442	0	0	0	0	0.391	0.921	0.900	0.671	0.998
KISS1	KISS1R	1854540	1843397	9606.ENSP00000356162	9606.ENSP00000234371	0	0	0	0	0	0.402	0.900	0.970	0.998
PRIM1	MCM3	1853600	1843226	9606.ENSP00000350491	9606.ENSP00000229854	0	0	0	0	0.958	0.069	0.900	0.591	0.998
FOSL1	JUND	1849266	1844164	9606.ENSP00000310170	9606.ENSP00000252818	0	0	0	0	0.096	0.737	0.900	0.929	0.998
CDC27	FZR1	1861977	1858270	9606.ENSP00000434614	9606.ENSP00000378529	0	0	0	0	0.079	0.880	0.900	0.860	0.998
POLA1	MCM4	1856974	1845065	9606.ENSP00000368349	9606.ENSP00000262105	0	0	0	0	0.955	0.292	0.900	0.519	0.998
PCNA	POLE	1856984	1850463	9606.ENSP00000368438	9606.ENSP00000322570	0	0	0	0	0.233	0.942	0.900	0.675	0.998
CDC26	CDC16	1856062	1853313	9606.ENSP00000363322	9606.ENSP00000348554	0	0	0	0	0.053	0.955	0.900	0.759	0.998
PTCH1	GLI1	1851463	1843155	9606.ENSP00000332353	9606.ENSP00000228682	0	0	0	0	0.063	0.295	0.900	0.974	0.998
MCM7	RPA1	1848945	1844316	9606.ENSP00000307288	9606.ENSP00000254719	0	0	0	0	0.834	0.849	0.900	0.514	0.998
PRKAG2	PRKAB1	1847092	1843198	9606.ENSP00000287878	9606.ENSP00000229328	0	0	0	0	0.094	0.959	0.900	0.633	0.998
TEAD1	YAP1	1854161	1846794	9606.ENSP00000354588	9606.ENSP00000282441	0	0	0	0	0.118	0.897	0.900	0.860	0.998
CDK1	BIRC5	1858283	1848314	9606.ENSP00000378699	9606.ENSP00000301633	0	0	0	0	0.886	0.360	0.900	0.839	0.998
PCNA	RPA1	1856984	1844316	9606.ENSP00000368438	9606.ENSP00000254719	0	0	0	0	0.753	0.781	0.900	0.764	0.998
ANAPC11	ANAPC5	1853521	1845000	9606.ENSP00000349957	9606.ENSP00000261819	0	0	0	0	0.054	0.949	0.900	0.780	0.998
XIAP	CASP9	1853225	1851230	9606.ENSP00000347858	9606.ENSP00000330237	0	0	0	0	0.048	0.941	0.900	0.833	0.998
PCNA	MCM7	1856984	1848945	9606.ENSP00000368438	9606.ENSP00000307288	0	0	0	0	0.965	0.774	0	0.782	0.998
ANAPC7	ANAPC1	1859796	1852174	9606.ENSP00000394394	9606.ENSP00000339109	0	0	0	0	0.106	0.982	0.900	0.366	0.998
MAPK9	JUN	1859420	1855436	9606.ENSP00000389338	9606.ENSP00000360266	0	0	0	0	0	0.662	0.900	0.960	0.998
JAK1	STAT5A	1852670	1852428	9606.ENSP00000343204	9606.ENSP00000341208	0	0	0	0	0.053	0.608	0.900	0.958	0.998
CHEK1	ATM	1859362	1846577	9606.ENSP00000388648	9606.ENSP00000278616	0	0	0	0	0.051	0.495	0.900	0.980	0.998
H6PD	PGD	1856677	1846175	9606.ENSP00000366620	9606.ENSP00000270776	0.505	0	0.383	0	0.499	0	0.941	0.901	0.998
RPA2	MCM5	1856012	1842548	9606.ENSP00000363021	9606.ENSP00000216122	0	0	0	0	0.910	0.779	0.900	0.295	0.998
JUNB	FOSL2	1848518	1845606	9606.ENSP00000303315	9606.ENSP00000264716	0	0	0	0	0.214	0.907	0.900	0.859	0.998
PRKAA1	PRKAG2	1853021	1847092	9606.ENSP00000346148	9606.ENSP00000287878	0	0	0	0	0.087	0.936	0.900	0.734	0.998
JUN	FOSB	1855436	1843783	9606.ENSP00000360266	9606.ENSP00000245919	0	0	0	0	0.573	0.646	0.900	0.895	0.998
TNF	TNFRSF1A	1860103	1842286	9606.ENSP00000398698	9606.ENSP00000162749	0	0	0	0	0	0.787	0.900	0.936	0.998
ANAPC1	ANAPC5	1852174	1845000	9606.ENSP00000339109	9606.ENSP00000261819	0	0	0	0	0.257	0.958	0.900	0.537	0.998
EGFR	KRAS	1846445	1844404	9606.ENSP00000275493	9606.ENSP00000256078	0	0	0	0	0	0.612	0.900	0.965	0.998
NCOA2	NR3C1	1860191	1843294	9606.ENSP00000399968	9606.ENSP00000231509	0	0	0	0	0.114	0.939	0.900	0.756	0.998
JAK3	STAT5B	1859586	1847405	9606.ENSP00000391676	9606.ENSP00000293328	0	0	0	0	0.168	0.586	0.900	0.956	0.998
PLG	SERPINE1	1849130	1842959	9606.ENSP00000308938	9606.ENSP00000223095	0.074	0	0	0	0.044	0.446	0.900	0.971	0.998
BTRC	GSK3B	1855188	1850681	9606.ENSP00000359206	9606.ENSP00000324806	0	0	0	0	0.103	0.969	0.900	0.432	0.998
PCNA	REV1	1856984	1844606	9606.ENSP00000368438	9606.ENSP00000258428	0	0	0	0	0.058	0.912	0.900	0.850	0.998
ARNT	EPAS1	1853710	1845404	9606.ENSP00000351407	9606.ENSP00000263734	0	0	0	0.642	0.054	0.977	0.900	0.881	0.998
IGFBP3	IGF1	1857331	1848439	9606.ENSP00000370473	9606.ENSP00000302665	0	0	0	0	0	0.360	0.900	0.977	0.998
CDK4	CDKN1B	1844551	1843169	9606.ENSP00000257904	9606.ENSP00000228872	0	0	0	0	0	0.804	0.900	0.909	0.998
APAF1	BCL2	1862487	1851168	9606.ENSP00000448165	9606.ENSP00000329623	0	0	0	0	0.042	0.747	0.900	0.937	0.998
HIF1A	VHL	1852062	1844441	9606.ENSP00000338018	9606.ENSP00000256474	0	0	0	0	0	0.696	0.900	0.945	0.998
PTPN1	INSR	1855520	1848574	9606.ENSP00000360683	9606.ENSP00000303830	0	0	0	0	0.053	0.886	0.900	0.865	0.998
PRIM1	RFC4	1853600	1847705	9606.ENSP00000350491	9606.ENSP00000296273	0	0	0	0	0.973	0.066	0.900	0.404	0.998
ANAPC11	CDC16	1853521	1853313	9606.ENSP00000349957	9606.ENSP00000348554	0	0	0	0	0.053	0.931	0.900	0.782	0.998
IL6R	IL6	1854808	1844631	9606.ENSP00000357470	9606.ENSP00000258743	0	0	0	0	0	0.866	0.900	0.919	0.998
HDAC1	SIN3A	1855935	1854005	9606.ENSP00000362649	9606.ENSP00000353622	0	0	0	0	0.099	0.913	0.900	0.808	0.998
MCM4	CDC6	1845065	1842453	9606.ENSP00000262105	9606.ENSP00000209728	0	0	0	0	0.754	0.518	0.900	0.854	0.998
FEN1	LIG1	1848737	1845325	9606.ENSP00000305480	9606.ENSP00000263274	0	0	0.290	0	0.543	0.606	0.900	0.886	0.998
PGK1	GAPDHS	1855883	1842904	9606.ENSP00000362413	9606.ENSP00000222286	0.309	0	0	0	0.782	0.669	0.941	0.565	0.998
IL18	IL18BP	1846668	1844749	9606.ENSP00000280357	9606.ENSP00000260049	0	0	0	0	0	0.866	0.900	0.877	0.998
YAP1	LATS1	1846794	1844216	9606.ENSP00000282441	9606.ENSP00000253339	0	0	0	0	0.105	0.753	0.900	0.909	0.997
TXN	PRDX1	1856133	1845208	9606.ENSP00000363641	9606.ENSP00000262746	0.309	0	0	0	0.419	0.703	0.900	0.831	0.997
ANAPC11	ANAPC1	1853521	1852174	9606.ENSP00000349957	9606.ENSP00000339109	0	0	0	0	0.085	0.955	0.900	0.435	0.997
BCL2L11	BAX	1858084	1847402	9606.ENSP00000376943	9606.ENSP00000293288	0	0	0	0	0	0.774	0.900	0.907	0.997
JUN	FOSL1	1855436	1849266	9606.ENSP00000360266	9606.ENSP00000310170	0	0	0	0	0.096	0.799	0.900	0.889	0.997
CCL5	CCR5	1847396	1847342	9606.ENSP00000293272	9606.ENSP00000292303	0	0	0	0	0.153	0.360	0.900	0.965	0.997
TGFBR1	SMAD2	1856216	1845079	9606.ENSP00000364133	9606.ENSP00000262160	0	0	0	0	0.136	0.448	0.900	0.945	0.997
APAF1	CASP3	1862487	1849375	9606.ENSP00000448165	9606.ENSP00000311032	0	0	0	0	0.054	0.674	0.900	0.924	0.997
GPI	PFKL	1860535	1846114	9606.ENSP00000405573	9606.ENSP00000269848	0.309	0	0	0	0.701	0.116	0.947	0.737	0.997
APAF1	CYCS	1862487	1848998	9606.ENSP00000448165	9606.ENSP00000307786	0	0	0	0	0.055	0.360	0.900	0.961	0.997
JUN	MAPK1	1855436	1842512	9606.ENSP00000360266	9606.ENSP00000215832	0	0	0	0	0	0.414	0.900	0.962	0.997
ABCC8	KCNJ11	1857861	1852964	9606.ENSP00000374467	9606.ENSP00000345708	0	0	0	0	0.057	0.408	0.900	0.964	0.997
H2AFX	ATM	1856252	1846577	9606.ENSP00000364310	9606.ENSP00000278616	0	0	0	0	0	0.407	0.900	0.966	0.997
HRAS	EGFR	1849235	1846445	9606.ENSP00000309845	9606.ENSP00000275493	0	0	0	0	0	0.420	0.900	0.965	0.997
IGF2	IGFBP3	1859600	1857331	9606.ENSP00000391826	9606.ENSP00000370473	0	0	0	0	0.145	0.360	0.900	0.952	0.997
AXIN1	APC	1845118	1844508	9606.ENSP00000262320	9606.ENSP00000257430	0	0	0	0	0.067	0.924	0.900	0.695	0.997
CASP3	CYCS	1849375	1848998	9606.ENSP00000311032	9606.ENSP00000307786	0	0	0	0	0	0	0.900	0.972	0.997
NEK2	CDC20	1854493	1849070	9606.ENSP00000355966	9606.ENSP00000308450	0	0	0	0	0.777	0.774	0.900	0.496	0.997
DVL1	AXIN1	1856946	1845118	9606.ENSP00000368169	9606.ENSP00000262320	0	0	0	0	0.072	0.674	0.900	0.937	0.997
RICTOR	AKT1	1853522	1846136	9606.ENSP00000349959	9606.ENSP00000270202	0	0	0	0	0.060	0.738	0.900	0.913	0.997
ANAPC7	FZR1	1859796	1858270	9606.ENSP00000394394	9606.ENSP00000378529	0	0	0	0	0.055	0.974	0.900	0.127	0.997
PCNA	POLA1	1856984	1856974	9606.ENSP00000368438	9606.ENSP00000368349	0	0	0	0	0.545	0.874	0.900	0.687	0.997
FOXO3	SIRT1	1852227	1842473	9606.ENSP00000339527	9606.ENSP00000212015	0	0	0	0	0.072	0.682	0.900	0.928	0.997
F10	SERPINC1	1856330	1854649	9606.ENSP00000364709	9606.ENSP00000356671	0.074	0	0	0	0.084	0.826	0.900	0.880	0.997
PGK1	ENO3	1855883	1850612	9606.ENSP00000362413	9606.ENSP00000324105	0.309	0	0	0	0.952	0.716	0.404	0.568	0.997
ALDOA	GAPDH	1851945	1843185	9606.ENSP00000336927	9606.ENSP00000229239	0.309	0	0	0	0.734	0.474	0.947	0.659	0.997
ATM	TP53	1846577	1846083	9606.ENSP00000278616	9606.ENSP00000269305	0	0	0	0	0	0.494	0.900	0.945	0.997
TPI1	GAPDHS	1843191	1842904	9606.ENSP00000229270	9606.ENSP00000222286	0.309	0.073	0	0	0.841	0	0.947	0.648	0.997
IRS1	PIK3CB	1848682	1847156	9606.ENSP00000304895	9606.ENSP00000289153	0	0	0	0	0.055	0.577	0.900	0.948	0.997
IL1B	IL1A	1845335	1845334	9606.ENSP00000263341	9606.ENSP00000263339	0	0	0	0	0.572	0	0.900	0.956	0.997
IRS1	PIK3CA	1848682	1845446	9606.ENSP00000304895	9606.ENSP00000263967	0	0	0	0	0.055	0.584	0.900	0.948	0.997
CDC45	CHEK1	1860553	1859362	9606.ENSP00000405726	9606.ENSP00000388648	0	0	0	0	0.857	0.362	0.900	0.804	0.997
IGF1	IGFBP1	1848439	1846447	9606.ENSP00000302665	9606.ENSP00000275525	0	0	0	0	0	0.360	0.900	0.962	0.997
NEK2	BUB1B	1854493	1847075	9606.ENSP00000355966	9606.ENSP00000287598	0	0	0	0	0.802	0.781	0.900	0.439	0.997
ANAPC13	CDC20	1853115	1849070	9606.ENSP00000346987	9606.ENSP00000308450	0	0	0	0	0	0.970	0.900	0.261	0.997
GRB2	CBL	1852164	1845465	9606.ENSP00000339007	9606.ENSP00000264033	0	0	0	0	0.066	0.848	0.900	0.846	0.997
PGK1	ENO2	1855883	1843192	9606.ENSP00000362413	9606.ENSP00000229277	0.309	0	0	0	0.955	0.716	0.404	0.614	0.997
PIK3CD	PTEN	1856668	1855586	9606.ENSP00000366563	9606.ENSP00000361021	0	0	0	0	0.055	0.319	0.900	0.969	0.997
JAK1	STAT6	1852670	1848146	9606.ENSP00000343204	9606.ENSP00000300134	0	0	0	0	0.079	0.608	0.900	0.930	0.997
PCNA	KIAA0101	1856984	1848123	9606.ENSP00000368438	9606.ENSP00000300035	0	0	0	0	0.744	0.774	0.900	0.602	0.997
FZR1	ANAPC1	1858270	1852174	9606.ENSP00000378529	9606.ENSP00000339109	0	0	0	0	0.046	0.968	0.900	0.357	0.997
RPTOR	RPS6KB1	1848942	1843035	9606.ENSP00000307272	9606.ENSP00000225577	0	0	0	0	0.147	0.572	0.900	0.944	0.997
EXO1	MLH1	1849472	1843304	9606.ENSP00000311873	9606.ENSP00000231790	0	0	0	0	0.169	0.777	0.900	0.893	0.997
GRB2	EGFR	1852164	1846445	9606.ENSP00000339007	9606.ENSP00000275493	0	0	0	0	0	0.634	0.900	0.945	0.997
EIF4EBP1	AKT1	1852358	1846136	9606.ENSP00000340691	9606.ENSP00000270202	0	0	0	0	0	0.547	0.900	0.948	0.997
CHEK1	RAD51	1859362	1857551	9606.ENSP00000388648	9606.ENSP00000372088	0	0	0	0	0.654	0.410	0.900	0.907	0.997
PCNA	CDKN1A	1856984	1843736	9606.ENSP00000368438	9606.ENSP00000244741	0	0	0	0	0	0.798	0.900	0.899	0.997
HDAC2	SIN3A	1861837	1854005	9606.ENSP00000430432	9606.ENSP00000353622	0	0	0	0	0.099	0.913	0.900	0.752	0.997
F2	SERPIND1	1849080	1842498	9606.ENSP00000308541	9606.ENSP00000215727	0.074	0	0	0	0.514	0.884	0.900	0.617	0.997
